id,title,houseIcon,dealDate,totalPrice,positionIcon,source,unitPrice,dealHouseTxt
12418,志强北园 1室1厅 43.41平米,南 | 简装,2017.02.28,390,顶层(共6层) 1994年建板楼,链家成交,90697,3000
12419,永泰园 2室1厅 69.3平米,南 北 | 精装 | 无电梯,2017.02.28,520,高楼层(共6层) 1996年建板楼,链家成交,75362,775
12420,西山公馆 1室1厅 68.93平米,西 | 精装 | 有电梯,2017.02.28,610,高楼层(共6层) 2011年建板楼,链家成交,89705,3000
12421,西山壹号院 3室2厅 181平米,南 北 | 毛坯 | 有电梯,2017.02.28,2000,低楼层(共6层) 2011年建板楼,链家成交,110497,947
12422,永泰东里 1室1厅 41.7平米,南 | 精装 | 无电梯,2017.02.28,370,高楼层(共6层) 2000年建板楼,链家成交,90243,264
12423,永泰西里 2室1厅 67.14平米,南 北 | 精装 | 无电梯,2017.02.28,510,中楼层(共6层) 1996年建板楼,链家成交,76119,721
12425,中纺宿舍 2室1厅 65.3平米,西北 | 简装 | 无电梯,2017.02.28,520,顶层(共4层) 1960年建板楼,链家成交,80000,481
12426,紫竹院小区 2室1厅 61.6平米,西南 | 精装 | 有电梯,2017.02.28,555,中楼层(共16层) 1988年建塔楼,链家成交,90983,3000
12427,清缘东里 2室1厅 85.63平米,西北 | 精装 | 有电梯,2017.02.28,580,高楼层(共13层) 2004年建塔楼,链家成交,68235,1024
12428,人济山庄 3室2厅 162.57平米,西 | 精装 | 有电梯,2017.02.28,1520,高楼层(共26层) 2003年建塔楼,链家成交,93827,3000
12429,翠微南里 2室1厅 54.4平米,东 南 | 简装 | 无电梯,2017.02.28,570,中楼层(共5层) 1985年建板楼,链家成交,105555,1059
12430,罗庄西里 2室1厅 60.3平米,东北 | 简装 | 无电梯,2017.02.28,470,顶层(共6层) 1996年建板楼,链家成交,78333,512
12431,安宁佳园 1室1厅 55.94平米,东 | 精装 | 有电梯,2017.02.28,440,底层(共18层) 2007年建塔楼,链家成交,80000,3000
12432,学院派 2室1厅 84.6平米,西 | 精装 | 有电梯,2017.02.28,450,中楼层(共21层) 2010年建塔楼,链家成交,53571,3000
12433,百旺茉莉园 4室2厅 175.26平米,南 北 | 精装 | 无电梯,2017.02.28,1600,中楼层(共5层) 2005年建板楼,链家成交,91428,667
12434,月季园 1室1厅 46.7平米,南 | 精装 | 有电梯,2017.02.28,400,中楼层(共20层) 1997年建塔楼,链家成交,86956,667
12435,工商大学东校区 3室1厅 64平米,南 西 北 | 精装 | 无电梯,2017.02.28,750,中楼层(共6层) 1980年建板楼,链家成交,117187,681
12437,大河庄苑 1室0厅 57.16平米,西 | 其他 | 有电梯,2017.02.28,520,中楼层(共18层) 2004年建板塔结合,链家成交,91228,878
12438,文慧园一号公寓 2室1厅 89.86平米,东南 | 精装 | 有电梯,2017.02.28,950,中楼层(共13层) 2004年建板塔结合,链家成交,106741,1160
12439,宝盛里 2室1厅 82.6平米,南 北 | 简装 | 无电梯,2017.02.27,468,顶层(共6层) 2000年建板楼,链家成交,57073,3000
12440,宝盛里 3室2厅 147.56平米,南 北 | 精装 | 无电梯,2017.02.27,730,顶层(共9层) 2000年建板楼,链家成交,49659,3000
12441,志新北里 2室1厅 59.4平米,南 北 | 简装 | 无电梯,2017.02.27,590,中楼层(共6层) 1994年建板楼,链家成交,100000,3000
12442,五月华庭 1室1厅 37.71平米,北 | 精装 | 有电梯,2017.02.27,350,中楼层(共12层) 2004年建板塔结合,链家成交,94594,732
12443,富力桃园C区 2室2厅 90.36平米,南 | 精装 | 有电梯,2017.02.27,610,高楼层(共21层) 2009年建板塔结合,链家成交,67777,3000
12444,定慧福里 1室0厅 51.5平米,东 | 精装 | 有电梯,2017.02.27,251,低楼层(共19层) 2009年建塔楼,链家成交,49215,501
12446,时雨园 2室1厅 66.37平米,西南 北 | 精装 | 有电梯,2017.02.27,820,高楼层(共19层) 2005年建塔楼,链家成交,124242,977
12447,门头馨村 1室1厅 58.97平米,南 | 精装 | 无电梯,2017.02.27,360,中楼层(共4层) 2009年建板楼,链家成交,62068,3000
12448,鑫雅苑 3室1厅 117.14平米,西南 | 精装 | 有电梯,2017.02.27,1000,底层(共20层) 2000年建塔楼,链家成交,85470,3000
12449,京泉馨苑 2室2厅 103平米,南 北 | 其他 | 无电梯,2017.02.27,760,中楼层(共5层) 2005年建板楼,链家成交,73786,3000
12450,铁西小区 1室1厅 43平米,北 | 精装 | 无电梯,2017.02.27,350,中楼层(共6层) 1990年建板楼,链家成交,81395,819
12451,悦园 1室1厅 69.2平米,南 | 精装 | 无电梯,2017.02.27,700,中楼层(共6层) 2007年建板楼,链家成交,101449,3000
12452,上林溪 2室1厅 94.34平米,南 | 精装 | 有电梯,2017.02.27,750,高楼层(共19层) 2011年建板楼,链家成交,79787,3000
12453,颐慧佳园 1室1厅 58.55平米,西 | 精装,2017.02.27,560,低楼层(共9层) 2005年建板塔结合,链家成交,96551,861
12454,稻香园西里 3室1厅 72平米,南 西北 | 精装 | 有电梯,2017.02.26,740,高楼层(共18层) 塔楼,链家成交,102777,811
12455,双榆树南里二区 3室1厅 83.7平米,东南 北 | 简装 | 有电梯,2017.02.26,840,低楼层(共24层) 1992年建塔楼,链家成交,101204,856
12456,西山国际城 1室1厅 30.53平米,东 | 简装 | 有电梯,2017.02.26,225,底层(共6层) 2011年建板塔结合,链家成交,75000,3000
12457,上地东里 4室2厅 156.84平米,东 西 | 简装 | 无电梯,2017.02.26,1200,低楼层(共7层) 1998年建板楼,链家成交,76923,1145
12458,普惠南里 1室1厅 42.7平米,南 | 简装 | 无电梯,2017.02.26,430,高楼层(共6层) 1990年建板楼,链家成交,102380,1006
12459,橡树湾 1室1厅 72.33平米,西 | 精装 | 有电梯,2017.02.26,658,中楼层(共18层) 2011年建板塔结合,链家成交,91388,3000
12460,永定华庭 2室1厅 85.67平米,东 西 | 精装 | 有电梯,2017.02.26,770,低楼层(共11层) 2012年建塔楼,链家成交,90588,3000
12461,志强北园 2室1厅 62.6平米,南 北 | 精装 | 无电梯,2017.02.26,499,顶层(共6层) 1994年建板楼,链家成交,80483,1101
12462,晨月园 2室1厅 94平米,东南 | 简装 | 有电梯,2017.02.26,950,中楼层(共17层) 2007年建塔楼,链家成交,101063,851
12463,海淀路小区 1室1厅 37.9平米,南 西 | 精装 | 无电梯,2017.02.26,395,中楼层(共6层) 1982年建板楼,链家成交,106756,559
12464,西山公馆 1室0厅 41.69平米,东 | 精装 | 有电梯,2017.02.26,395,高楼层(共6层) 2011年建板楼,链家成交,96341,3000
12465,保利西山林语 1室1厅 46.16平米,东 | 精装 | 有电梯,2017.02.26,345,高楼层(共8层) 2011年建板塔结合,链家成交,75000,3000
12466,定慧福里 2室1厅 80.01平米,东南 | 精装 | 有电梯,2017.02.26,600,低楼层(共18层) 2010年建板塔结合,链家成交,75000,430
12467,长银大厦 1室0厅 51.44平米,西 | 其他 | 有电梯,2017.02.25,188,高楼层(共14层) 2004年建塔楼,链家成交,36862,885
12468,建设部大院 2室1厅 63.28平米,南 北 | 精装,2017.02.25,570,中楼层(共4层) 1959年建板楼,链家成交,90476,920
12469,建清园 2室1厅 47.48平米,南 北 | 精装 | 无电梯,2017.02.25,410,顶层(共7层) 1998年建板楼,链家成交,87234,3000
12470,海丰园公寓 2室1厅 99.62平米,东南 | 精装 | 有电梯,2017.02.25,720,中楼层(共24层) 2001年建塔楼,链家成交,72727,734
12471,红联南村 1室1厅 42.5平米,南 | 精装 | 无电梯,2017.02.25,380,中楼层(共6层) 1983年建板楼,链家成交,90476,3000
12472,紫竹院小区 3室1厅 67.28平米,东北 | 简装 | 有电梯,2017.02.25,565,中楼层(共14层) 1999年建塔楼,链家成交,84328,388
12473,西山国际城 1室0厅 29.68平米,西 | 精装 | 有电梯,2017.02.24,72,地下室(共6层) 2011年建板塔结合,链家成交,24827,3000
12474,雅世合金公寓 2室1厅 85.59平米,东北 | 精装 | 有电梯,2017.02.24,770,低楼层(共9层) 2011年建板塔结合,链家成交,90588,3000
12475,钻河公馆 1室0厅 46.71平米,南 | 其他 | 有电梯,2017.02.24,280,中楼层(共14层) 2010年建板塔结合,链家成交,60869,514
12477,荣上居 1室1厅 53.12平米,东 | 精装 | 有电梯,2017.02.24,450,高楼层(共18层) 2006年建板楼,链家成交,84905,358
12479,八里庄北里 2室1厅 49.9平米,南 北 | 精装 | 无电梯,2017.02.24,490,顶层(共6层) 1991年建板楼,链家成交,100000,898
12480,太月园 2室1厅 93.56平米,南 | 精装 | 有电梯,2017.02.24,880,中楼层(共18层) 1999年建塔楼,链家成交,94623,593
12481,永泰园 1室1厅 55.4平米,南 北 | 简装 | 无电梯,2017.02.23,405,底层(共6层) 1998年建板楼,链家成交,73636,1009
12482,安宁佳园 2室1厅 88.14平米,东南 | 精装 | 有电梯,2017.02.23,610,中楼层(共18层) 2007年建塔楼,链家成交,69318,3000
12483,牡丹园东里 1室1厅 41.4平米,南 | 精装 | 无电梯,2017.02.23,380,顶层(共6层) 1989年建板楼,链家成交,92682,451
12484,观林园 2室1厅 90.71平米,南 北 | 精装 | 无电梯,2017.02.23,750,高楼层(共6层) 2011年建板楼,链家成交,83333,3000
12485,晨月园 1室1厅 57.3平米,南 | 精装 | 有电梯,2017.02.23,620,顶层(共17层) 2007年建塔楼,链家成交,108771,1017
12486,西山国际城 1室1厅 30.19平米,东 | 简装 | 有电梯,2017.02.23,235,中楼层(共6层) 2011年建板塔结合,链家成交,78333,3000
12488,永泰东里 2室1厅 58.85平米,南 北 | 精装 | 无电梯,2017.02.22,465,底层(共6层) 1998年建板楼,链家成交,80172,997
12489,紫金庄园 2室1厅 82.17平米,西南 | 精装 | 有电梯,2017.02.22,810,顶层(共22层) 1998年建塔楼,链家成交,98780,1144
12490,安宁佳园 1室1厅 37.65平米,北 | 精装 | 有电梯,2017.02.22,300,低楼层(共18层) 2007年建板塔结合,链家成交,81081,3000
12491,牡丹园东里 3室1厅 77.9平米,东 西 | 精装 | 无电梯,2017.02.22,685,顶层(共6层) 1993年建板楼,链家成交,88961,531
12492,双榆树南里二区 3室1厅 71.02平米,南 北 | 其他 | 无电梯,2017.02.22,740,中楼层(共6层) 1988年建板楼,链家成交,104225,1008
12493,泽丰苑二期 2室1厅 110.79平米,南 北 | 精装 | 无电梯,2017.02.22,866,顶层(共6层) 2005年建板楼,链家成交,78727,3000
12494,竹园 3室1厅 79.76平米,南 北 | 简装 | 无电梯,2017.02.22,645,底层(共6层) 1995年建板楼,链家成交,81645,3000
12495,永定华庭 1室1厅 67.97平米,西 | 精装 | 有电梯,2017.02.22,520,中楼层(共11层) 2012年建板塔结合,链家成交,77611,3000
12496,清缘东里 2室1厅 87.25平米,南 北 | 精装 | 有电梯,2017.02.22,650,中楼层(共13层) 2004年建板楼,链家成交,74712,1004
12497,钻河公馆 1室0厅 57.5平米,西 | 精装 | 有电梯,2017.02.22,259,低楼层(共14层) 2010年建板塔结合,链家成交,45438,514
12498,后白堆子 2室1厅 51.8平米,南 北 | 精装 | 无电梯,2017.02.22,650,顶层(共6层) 1989年建板楼,链家成交,127450,798
12499,志强园 1室1厅 42平米,南 | 简装 | 无电梯,2017.02.22,268,地下室(共6层) 1993年建板楼,链家成交,63809,897
12500,志强北园 2室1厅 51.9平米,西南 | 简装 | 无电梯,2017.02.21,468,中楼层(共6层) 1981年建板楼,链家成交,91764,1086
12501,北坞嘉园北里 1室1厅 56.12平米,南 北 | 简装 | 有电梯,2017.02.21,440,中楼层(共6层) 2010年建板楼,链家成交,78571,3000
12502,钻河公馆 1室0厅 49.14平米,南 | 精装 | 有电梯,2017.02.21,255,低楼层(共14层) 2010年建板塔结合,链家成交,52040,3000
12504,定慧东里 2室1厅 58.8平米,南 北 | 精装 | 无电梯,2017.02.21,535,中楼层(共6层) 1990年建板楼,链家成交,92241,3000
12505,清缘里中区 2室1厅 69.96平米,东 西 | 精装 | 无电梯,2017.02.21,462,低楼层(共10层) 1999年建板楼,链家成交,66956,3000
12506,翠微北里 3室1厅 78.21平米,东 西 北 | 其他 | 有电梯,2017.02.21,780,低楼层(共24层) 1989年建塔楼,链家成交,100000,837
12507,彩电小区 3室1厅 84.3平米,东南 北 | 精装 | 有电梯,2017.02.21,890,中楼层(共23层) 1987年建塔楼,链家成交,105952,693
12508,冠城大通百旺府 2室2厅 123.33平米,南 北 | 精装 | 有电梯,2017.02.21,880,底层(共6层) 2015年建板楼,链家成交,71544,3000
12509,三虎桥 2室0厅 45.9平米,东南 北 | 简装 | 无电梯,2017.02.21,400,顶层(共6层) 1985年建板楼,链家成交,88888,1181
12510,保利西山林语 3室1厅 91平米,南 | 精装 | 有电梯,2017.02.21,580,底层(共8层) 2011年建板塔结合,链家成交,63736,3000
12512,永泰园 2室1厅 59.3平米,南 | 其他 | 无电梯,2017.02.21,460,底层(共6层) 1998年建板楼,链家成交,77966,1058
12513,和韵佳园 3室2厅 133.46平米,南 北 | 精装 | 无电梯,2017.02.21,1090,中楼层(共6层) 2008年建板楼,链家成交,81954,3000
12515,定慧北里 2室1厅 56平米,南 北 | 精装 | 无电梯,2017.02.21,460,低楼层(共6层) 1996年建板楼,链家成交,82142,1171
12516,金澳国际 1室0厅 55.29平米,西南 | 精装 | 有电梯,2017.02.20,310,高楼层(共30层) 2010年建塔楼,链家成交,56363,768
12517,玉海园二里 1室1厅 81.77平米,东 | 简装 | 有电梯,2017.02.20,515,顶层(共10层) 1998年建板塔结合,链家成交,63580,3000
12518,二里庄北里 2室1厅 57.8平米,南 北 | 精装 | 无电梯,2017.02.20,495,高楼层(共6层) 1992年建板楼,链家成交,86842,617
12519,工商大学 3室1厅 88.65平米,西北 | 精装 | 有电梯,2017.02.20,1000,中楼层(共16层) 1998年建塔楼,链家成交,113636,1129
12520,展春园 2室1厅 44平米,南 | 精装 | 无电梯,2017.02.20,425,中楼层(共6层) 1985年建板楼,链家成交,96590,1034
12522,明光村小区 1室1厅 39.2平米,南 | 简装 | 无电梯,2017.02.20,350,顶层(共5层) 1986年建板楼,链家成交,89743,3000
12523,电信宿舍 2室1厅 55.6平米,南 北 | 精装 | 无电梯,2017.02.20,470,顶层(共6层) 1989年建板楼,链家成交,85454,894
12524,双榆树西里 1室1厅 44.1平米,南 | 精装 | 有电梯,2017.02.20,440,高楼层(共16层) 1988年建塔楼,链家成交,100000,188
12526,当代城市家园 1室1厅 46.44平米,南 | 精装 | 无电梯,2017.02.20,439,高楼层(共6层) 2003年建板楼,链家成交,95434,3000
12528,华尔街观典 1室1厅 27.55平米,北 | 其他 | 有电梯,2017.02.20,210,中楼层(共18层) 板塔结合,链家成交,77777,948
12529,静淑苑 2室1厅 67.4平米,东 南 西 | 精装 | 无电梯,2017.02.20,560,高楼层(共7层) 1996年建板楼,链家成交,83582,842
12530,海清园 1室1厅 58.4平米,西 北 | 精装 | 有电梯,2017.02.20,350,高楼层(共18层) 2001年建塔楼,链家成交,60344,3000
12531,西单宿舍 2室1厅 53.35平米,西北 | 精装 | 有电梯,2017.02.20,478,高楼层(共16层) 塔楼,链家成交,90188,804
12532,北河沿 4室2厅 103.75平米,南 北 | 精装 | 无电梯,2017.02.19,920,高楼层(共7层) 2000年建板楼,链家成交,89320,669
12533,普惠南里 1室1厅 48.9平米,南 | 精装 | 有电梯,2017.02.19,480,中楼层(共16层) 1986年建塔楼,链家成交,100000,473
12535,安装宿舍 1室1厅 44.4平米,南 | 其他 | 无电梯,2017.02.19,335,高楼层(共6层) 1991年建板楼,链家成交,76136,296
12536,望塔园 2室1厅 84平米,西南 | 精装 | 有电梯,2017.02.19,739,底层(共17层) 2003年建塔楼,链家成交,87976,844
12537,兰德华庭 1室1厅 58.03平米,南 | 精装 | 有电梯,2017.02.19,450,高楼层(共13层) 2004年建板楼,链家成交,77586,3000
12538,蜂鸟家园 1室0厅 51.68平米,北 | 精装 | 有电梯,2017.02.18,800,中楼层(共14层) 2004年建板楼,链家成交,156862,3000
12540,月季园 2室1厅 58.8平米,南 北 | 精装 | 无电梯,2017.02.18,500,高楼层(共7层) 1997年建板楼,链家成交,86206,1095
12541,知本时代 3室2厅 122.86平米,南 北 | 精装 | 无电梯,2017.02.18,730,中楼层(共6层) 2002年建板楼,链家成交,59836,1170
12542,正源尚峰尚水 2室1厅 83.17平米,南 | 其他 | 有电梯,2017.02.18,320,高楼层(共10层) 2012年建塔楼,链家成交,38554,3000
12543,强佑清河新城 1室0厅 72.57平米,东 | 简装 | 有电梯,2017.02.18,260,中楼层(共27层) 2010年建塔楼,链家成交,36111,3000
12544,金澳国际 1室1厅 53.34平米,东 | 精装 | 有电梯,2017.02.18,288,中楼层(共30层) 2010年建塔楼,链家成交,54339,768
12545,小南庄社区 2室1厅 67.89平米,南 北 | 简装 | 无电梯,2017.02.18,370,地下室(共6层) 1995年建板楼,链家成交,55223,1113
12546,育新花园 2室1厅 92.11平米,东南 | 精装 | 有电梯,2017.02.18,750,低楼层(共20层) 1999年建塔楼,链家成交,81521,588
12547,铭科苑 2室1厅 65.72平米,东 西 | 精装 | 无电梯,2017.02.17,445,中楼层(共6层) 1998年建板楼,链家成交,68461,1091
12548,永泰西里 3室1厅 95.03平米,南 北 | 简装 | 无电梯,2017.02.17,690,中楼层(共6层) 1998年建板楼,链家成交,72631,520
12549,金澳国际 1室0厅 55.3平米,西 | 精装 | 有电梯,2017.02.17,307,低楼层(共30层) 2010年建塔楼,链家成交,55818,768
12550,望河园 3室1厅 120.12平米,南 北 | 简装 | 有电梯,2017.02.17,960,低楼层(共17层) 2002年建塔楼,链家成交,80000,773
12551,定慧东里 1室1厅 45.1平米,东北 | 精装 | 有电梯,2017.02.17,370,低楼层(共16层) 1987年建塔楼,链家成交,82222,1139
12553,春晖园 2室2厅 83.76平米,南 | 简装 | 有电梯,2017.02.17,705,底层(共9层) 2004年建板楼,链家成交,84939,1183
12554,晨月园 2室1厅 77.67平米,西南 | 简装 | 有电梯,2017.02.16,800,中楼层(共17层) 2007年建塔楼,链家成交,103896,945
12555,毛纺厂南小区 1室1厅 40.64平米,东 北 | 精装 | 无电梯,2017.02.16,305,中楼层(共6层) 1993年建板楼,链家成交,76250,3000
12557,厂洼小区 1室1厅 55.7平米,南 | 简装 | 无电梯,2017.02.16,550,底层(共6层) 1988年建板楼,链家成交,100000,3000
12558,东南小区 1室1厅 39.5平米,南 | 简装 | 有电梯,2017.02.16,568,中楼层(共12层) 1988年建板塔结合,链家成交,145641,595
12559,保利西山林语 2室1厅 87.78平米,南 北 | 精装 | 有电梯,2017.02.16,620,中楼层(共8层) 2010年建板塔结合,链家成交,71264,3000
12560,上林溪 1室0厅 44.3平米,南 | 精装 | 有电梯,2017.02.15,400,中楼层(共9层) 2010年建板楼,链家成交,90909,3000
12561,安宁里 1室1厅 42.02平米,南 北 | 简装 | 无电梯,2017.02.15,340,中楼层(共6层) 1995年建板楼,链家成交,80952,3000
12562,志强北园 3室1厅 88平米,南 北 | 简装 | 无电梯,2017.02.15,800,底层(共6层) 1996年建板楼,链家成交,90909,855
12563,小营干休所 2室1厅 59.22平米,西 | 简装 | 有电梯,2017.02.15,420,中楼层(共18层) 2000年建塔楼,链家成交,71186,921
12564,上林溪 2室1厅 68.62平米,南 | 精装 | 有电梯,2017.02.15,160,地下室(共9层) 2012年建板楼,链家成交,23529,3000
12565,当代城市家园 1室0厅 46.24平米,南 | 精装 | 有电梯,2017.02.15,405,高楼层(共12层) 2002年建板塔结合,链家成交,88043,3000
12567,清润家园 1室1厅 49.94平米,南 | 其他 | 无电梯,2017.02.14,390,高楼层(共6层) 1993年建板楼,链家成交,79591,3000
12568,双榆树东里 2室1厅 60.3平米,西南 | 精装 | 有电梯,2017.02.14,606,低楼层(共16层) 1988年建塔楼,链家成交,101000,599
12570,塔院小区 3室1厅 67.6平米,南 西 北 | 精装 | 无电梯,2017.02.14,600,顶层(共6层) 1988年建板楼,链家成交,89552,858
12571,龙翔路小区 3室1厅 90.6平米,西南 | 精装 | 有电梯,2017.02.14,835,中楼层(共18层) 1998年建塔楼,链家成交,92777,1129
12572,莱圳家园 1室1厅 47.29平米,西北 | 精装 | 有电梯,2017.02.14,370,中楼层(共18层) 2007年建板楼,链家成交,78723,793
12574,厂洼小区 2室1厅 55.5平米,南 北 | 精装 | 无电梯,2017.02.14,540,顶层(共6层) 1988年建板楼,链家成交,98181,3000
12575,志强北园 2室1厅 54.2平米,南 北 | 精装 | 无电梯,2017.02.14,496,高楼层(共6层) 1995年建板楼,链家成交,91851,859
12576,牡丹园东里 1室1厅 40.3平米,南 | 简装 | 无电梯,2017.02.14,370,顶层(共6层) 1989年建板楼,链家成交,92500,481
12577,小南庄社区 1室1厅 46.06平米,南 北 | 精装 | 无电梯,2017.02.14,350,地下室(共6层) 1995年建板楼,链家成交,76086,1184
12578,永泰东里 2室1厅 64.61平米,南 北 | 精装 | 无电梯,2017.02.14,449,顶层(共6层) 1999年建板楼,链家成交,70156,482
12580,大河庄苑 1室0厅 57平米,东 | 精装 | 有电梯,2017.02.13,490,低楼层(共18层) 2004年建板塔结合,链家成交,85964,878
12582,烟树园 1室1厅 64.85平米,西 | 简装 | 有电梯,2017.02.13,650,高楼层(共11层) 2003年建塔楼,链家成交,101562,3000
12583,毛纺厂南小区 2室1厅 54.9平米,南 | 简装 | 无电梯,2017.02.12,385,中楼层(共6层) 1981年建板楼,链家成交,71296,3000
12584,铭科苑 1室1厅 58.5平米,南 北 | 精装 | 无电梯,2017.02.12,375,顶层(共6层) 1998年建板楼,链家成交,64655,1151
12585,小南庄社区 2室0厅 45.57平米,西北 | 精装 | 无电梯,2017.02.12,499,高楼层(共6层) 1993年建板楼,链家成交,110888,3000
12586,今日家园 1室1厅 75.54平米,西 北 | 简装 | 有电梯,2017.02.11,545,中楼层(共18层) 2000年建塔楼,链家成交,72666,3000
12588,小南庄社区 1室1厅 53.01平米,南 北 | 简装 | 无电梯,2017.02.08,335,地下室(共6层) 1995年建板楼,链家成交,63207,938
12589,上林溪 1室1厅 43.99平米,南 | 精装 | 有电梯,2017.02.08,395,中楼层(共9层) 2012年建板楼,链家成交,91860,3000
12590,农林科学院宿舍 2室1厅 70.15平米,南 北 | 精装 | 无电梯,2017.02.08,700,中楼层(共6层) 1997年建板楼,链家成交,100000,997
12591,莱圳家园 1室1厅 72.5平米,南 | 精装 | 有电梯,2017.02.07,470,低楼层(共16层) 2012年建板楼,链家成交,65277,587
12592,上庄家园西区 2室1厅 67.19平米,南 北 | 简装 | 无电梯,2017.02.06,355,中楼层(共6层) 1997年建板楼,链家成交,52985,3000
12594,美欣家园 2室1厅 72.28平米,西 | 精装 | 有电梯,2017.02.05,440,高楼层(共16层) 2003年建板楼,链家成交,61111,3000
12596,钻河公馆 1室0厅 48.28平米,东 | 精装 | 有电梯,2017.02.05,239,低楼层(共14层) 2010年建板塔结合,链家成交,49791,514
12598,北分厂 2室1厅 56.4平米,南 北 | 精装 | 无电梯,2017.02.05,320,高楼层(共6层) 1980年建板楼,链家成交,57142,299
12599,上林溪 3室2厅 135.78平米,南 北 | 精装 | 有电梯,2017.02.04,1150,中楼层(共10层) 2010年建板楼,链家成交,85185,3000
12600,定慧北里 2室1厅 81.35平米,南 北 | 精装 | 有电梯,2017.01.23,660,低楼层(共12层) 1996年建板塔结合,链家成交,81481,1162
12601,中鑫嘉园 2室1厅 97.74平米,西 | 精装 | 有电梯,2017.01.23,850,高楼层(共23层) 2001年建塔楼,链家成交,87628,557
12602,橡树湾 2室1厅 94.94平米,东 西 | 精装 | 有电梯,2017.01.23,835,高楼层(共20层) 2013年建板塔结合,链家成交,88829,3000
12603,毛纺厂南小区 2室1厅 57平米,南 北 | 简装 | 无电梯,2017.01.23,380,中楼层(共6层) 1979年建板楼,链家成交,66666,3000
12604,建材城东二里 2室1厅 65.67平米,南 北 | 精装 | 无电梯,2017.01.22,399,中楼层(共6层) 1998年建板楼,链家成交,61384,3000
12605,车道沟南里 2室1厅 49.83平米,东 北 | 其他 | 无电梯,2017.01.22,450,高楼层(共6层) 1992年建板楼,链家成交,91836,3000
12606,安宁里 2室1厅 57平米,南 北 | 简装,2017.01.22,385,顶层(共6层) 1998年建板楼,链家成交,67543,3000
12607,车道沟南里 2室1厅 48.4平米,西南 | 精装 | 有电梯,2017.01.22,435,中楼层(共21层) 1991年建塔楼,链家成交,90625,1125
12608,龙翔路小区 1室1厅 45.6平米,南 | 简装 | 有电梯,2017.01.22,429,高楼层(共16层) 1994年建塔楼,链家成交,95333,930
12609,稻香园 2室1厅 62.5平米,南 北 | 简装 | 无电梯,2017.01.21,625,顶层(共6层) 1992年建板楼,链家成交,100806,942
12610,定慧东里 4室2厅 167.82平米,南 北 | 简装 | 有电梯,2017.01.21,1180,低楼层(共16层) 1997年建板塔结合,链家成交,70658,3000
12611,钻河公馆 1室0厅 44.31平米,西 | 精装 | 有电梯,2017.01.21,200,低楼层(共14层) 2010年建板塔结合,链家成交,45454,514
12612,彩电小区 2室0厅 46.6平米,西南 | 简装 | 有电梯,2017.01.21,460,高楼层(共24层) 1999年建塔楼,链家成交,100000,586
12613,挂甲屯 2室1厅 50.5平米,南 | 精装 | 无电梯,2017.01.21,436,中楼层(共6层) 1980年建板楼,链家成交,87200,728
12614,钻河公馆 1室0厅 41.3平米,西 | 其他 | 有电梯,2017.01.21,210,高楼层(共14层) 2010年建板塔结合,链家成交,51219,514
12615,罗庄南里 2室1厅 63.8平米,南 北 | 简装 | 无电梯,2017.01.20,545,中楼层(共6层) 1986年建板楼,链家成交,86507,898
12616,动力厂宿舍 2室1厅 58.9平米,南 北 | 简装 | 无电梯,2017.01.20,405,中楼层(共6层) 1988年建板楼,链家成交,69827,3000
12617,西山公馆 1室0厅 42平米,东 | 精装 | 有电梯,2017.01.19,375,顶层(共6层) 2011年建板楼,链家成交,89285,3000
12618,西山国际城 2室1厅 29.72平米,西 | 精装 | 有电梯,2017.01.19,265,低楼层(共6层) 2011年建板塔结合,链家成交,91379,3000
12619,永泰东里 2室1厅 63平米,南 北 | 简装 | 无电梯,2017.01.18,445,高楼层(共6层) 2000年建板楼,链家成交,70634,264
12620,橙色年代 1室1厅 60.49平米,东 | 精装 | 有电梯,2017.01.18,440,低楼层(共24层) 2004年建塔楼,链家成交,73333,3000
12621,永泰东里 1室1厅 47.15平米,南 | 简装 | 无电梯,2017.01.18,379,中楼层(共6层) 2000年建板楼,链家成交,80638,291
12623,紫金庄园 1室1厅 63.45平米,南 西 | 精装 | 有电梯,2017.01.18,520,中楼层(共22层) 1998年建塔楼,链家成交,82539,1039
12624,北京印象 1室0厅 52.11平米,北 | 简装 | 有电梯,2017.01.18,375,高楼层(共15层) 2003年建板塔结合,链家成交,72115,3000
12625,定慧东里 2室1厅 59.12平米,东南 西北 | 精装 | 无电梯,2017.01.18,435,顶层(共6层) 1990年建板楼,链家成交,73728,3000
12627,亮甲店小区 1室1厅 50.1平米,西 | 精装 | 无电梯,2017.01.18,360,高楼层(共7层) 1998年建板楼,链家成交,72000,281
12628,悦园 1室1厅 61.97平米,南 | 精装 | 无电梯,2017.01.18,630,中楼层(共6层) 2007年建板楼,链家成交,103278,3000
12629,万泉新新商务花园 1室1厅 59平米,东 | 精装 | 有电梯,2017.01.18,720,低楼层(共10层) 2003年建板塔结合,链家成交,122033,994
12630,郦城三区 2室2厅 98.38平米,南 北 | 精装 | 有电梯,2017.01.18,1082,低楼层(共12层) 2005年建板楼,链家成交,110408,3000
12631,铭科苑 1室1厅 66平米,南 北 | 精装 | 无电梯,2017.01.18,406,中楼层(共6层) 1997年建板楼,链家成交,61515,977
12632,观景园 1室1厅 64.9平米,东 | 精装 | 无电梯,2017.01.17,460,高楼层(共6层) 2011年建板楼,链家成交,71875,3000
